Reading,Word,Category
ぐりふぉん,グリフォン
ぐりふぉん,紋章獣グリフォン,短縮よみ
ごっどしゃーたー,No.69 紋章神コート・オブ・アームズ－ゴッド・シャーター,短縮よみ
ごっどれいじ,No.69 紋章神コート・オブ・アームズ－ゴッド・レイジ,短縮よみ
すたっとほえーる,スタット・ホエール
すたっとほえーる,紋章獣スタット・ホエール,短縮よみ
ふらっしゅ,明滅
めだりおん,紋章
めだりおんふらっしゅ,紋章の明滅
もんしょうじゅう,紋章獣
もんしょうじゅうぐりふぉん,紋章獣グリフォン
もんしょうじゅうすたっとほえーる,紋章獣スタット・ホエール
