Reading,Word,Category
あどりびとぅむ,凶劇
あどりびとぅむ,デスピアの凶劇,短縮よみ
あるべる,アルベル
あるべる,デスピアの導化アルベル,短縮よみ
ですぴあ,デスピア
ですぴあのあどりびとぅむ,デスピアの凶劇
ですぴあのどうけあるべる,デスピアの導化アルベル
ですぴあのどらまとぅるぎあ,デスピアの大導劇神
ですぴあんるるわりりす,赫聖の妖騎士
どうけ,導化
どらまとぅるぎあ,大導劇神
どらまとぅるぎあ,デスピアの大導劇神,短縮よみ
らくいんげきじょうですぴあ,烙印劇城デスピア
るるわりりす,赫聖の妖騎士,短縮よみ
